confidence_level,historical_var_pct,historical_var_rs,expected_shortfall_pct,expected_shortfall_rs,parametric_var_pct,annualized_return,annualized_volatility,sharpe_ratio,risk_free_rate
0.95,-0.016017015415019147,-80085.07707509573,-0.02174846145112574,-108742.30725562871,-0.01576780457735183,0.03319659448310874,0.153426113562836,-0.23987706305171022,0.07
0.99,-0.02481957040202253,-124097.85201011265,-0.031012495973965895,-155062.47986982946,-0.02235440333218596,0.03319659448310874,0.153426113562836,-0.23987706305171022,0.07
